timestamp,response_time
2025-09-12T19:57:42.899990,2871.09
2025-09-12T19:57:42.899990,4484.58
2025-09-12T19:57:42.899990,6772.08
2025-09-12T19:57:42.899990,8237.74
2025-09-12T19:57:42.899990,7535.02
2025-09-12T19:57:42.899990,7639.5
2025-09-12T19:57:42.899990,7348.73
2025-09-12T19:57:42.899990,6694.54
2025-09-12T19:57:42.899990,7166.99
2025-09-12T19:57:42.899990,8007.58
2025-09-12T19:57:42.899990,8090.62
2025-09-12T19:57:42.899990,9396.05
2025-09-12T19:57:42.899990,9480.92
2025-09-12T19:57:42.899990,9537
2025-09-12T19:57:42.899990,8898.66
2025-09-12T19:57:42.899990,9095.01
2025-09-12T19:57:42.899990,9186.74
2025-09-12T19:57:42.899990,9544.69
2025-09-12T19:57:42.899990,10316.91
2025-09-12T19:57:42.899990,10741.95
2025-09-12T19:57:42.899990,9169.1
2025-09-12T19:57:42.899990,9435.84
2025-09-12T19:57:42.899990,9572.71
2025-09-12T19:57:42.899990,8133.05
2025-09-12T19:57:42.899990,9301.88
2025-09-12T19:57:42.899990,9255.18
2025-09-12T19:57:42.899990,8892.42
2025-09-12T19:57:42.899990,8760
2025-09-12T19:57:42.899990,8791.51
2025-09-12T19:57:42.899990,7945.2
2025-09-12T19:57:42.899990,8643.68
2025-09-12T19:57:42.899990,8517.42
2025-09-12T19:57:42.899990,8850.56
2025-09-12T19:57:42.899990,8873.51
2025-09-12T19:57:42.899990,8777.2
2025-09-12T19:57:42.899990,8684.62
2025-09-12T19:57:42.899990,8852.08
2025-09-12T19:57:42.899990,8329.2
2025-09-12T19:57:42.899990,8521.03
2025-09-12T19:57:42.899990,8214.77
2025-09-12T19:57:42.899990,8297.84
2025-09-12T19:57:42.899990,8281.82
2025-09-12T19:57:42.899990,8538.16
2025-09-12T19:57:42.899990,8453.8
2025-09-12T19:57:42.899990,8462.35
2025-09-12T19:57:42.899990,7727.03
2025-09-12T19:57:42.899990,8267.71
2025-09-12T19:57:42.899990,8480.16
2025-09-12T19:57:42.899990,9294.66
2025-09-12T19:57:42.899990,9205.19
2025-09-12T19:57:42.899990,9190.96
2025-09-12T19:57:42.899990,8410.42
2025-09-12T19:57:42.899990,8078.27
2025-09-12T19:57:42.899990,8342.76
2025-09-12T19:57:42.899990,9351.18
2025-09-12T19:57:42.899990,9132.45
2025-09-12T19:57:42.899990,9181.79
2025-09-12T19:57:42.899990,7830.59
2025-09-12T19:57:42.899990,7993.61
2025-09-12T19:57:42.899990,7694.67
2025-09-12T19:57:42.899990,9171.03
2025-09-12T19:57:42.899990,9096.32
2025-09-12T19:57:42.899990,9175.49
2025-09-12T19:57:42.899990,8782.7
2025-09-12T19:57:42.899990,8012.91
2025-09-12T19:57:42.899990,7927
2025-09-12T19:57:42.899990,7388.4
2025-09-12T19:57:42.899990,8315.4
2025-09-12T19:57:42.899990,8271.27
2025-09-12T19:57:42.899990,8538.88
2025-09-12T19:57:42.899990,8535.82
2025-09-12T19:57:42.899990,8459.5
2025-09-12T19:57:42.899990,7184.4
2025-09-12T19:57:42.899990,8281.72
2025-09-12T19:57:42.899990,8368.46
2025-09-12T19:57:42.899990,8531.26
2025-09-12T19:57:42.899990,8482.2
2025-09-12T19:57:42.899990,8500.54
2025-09-12T19:57:42.899990,7347.84
2025-09-12T19:57:42.899990,7611.25
2025-09-12T19:57:42.899990,7838.93
2025-09-12T19:57:42.899990,9144.58
2025-09-12T19:57:42.899990,8955.32
2025-09-12T19:57:42.899990,9163.89
2025-09-12T19:57:42.899990,9235.75
2025-09-12T19:57:42.899990,8582.55
2025-09-12T19:57:42.899990,8555.82
2025-09-12T19:57:42.899990,9058.41
2025-09-12T19:57:42.899990,8890.44
2025-09-12T19:57:42.899990,8980.03
2025-09-12T19:57:42.899990,8285.97
2025-09-12T19:57:42.899990,7710.74
2025-09-12T19:57:42.899990,7625.79
2025-09-12T19:57:42.899990,6970.13
2025-09-12T19:57:42.900990,6949.87
2025-09-12T19:57:42.900990,7109.39
2025-09-12T19:57:42.900990,6209.9
2025-09-12T19:57:42.900990,6938.53
2025-09-12T19:57:42.900990,7107.74
2025-09-12T19:57:42.900990,8671.14
2025-09-12T19:57:42.900990,9198.8
2025-09-12T19:57:42.900990,9031.52
2025-09-12T19:57:42.900990,9555.09
2025-09-12T19:57:42.900990,10105.39
2025-09-12T19:57:42.900990,10094.71
2025-09-12T19:57:42.900990,11153.13
2025-09-12T19:57:42.900990,10604.46
2025-09-12T19:57:42.900990,10672.47
2025-09-12T19:57:42.900990,9442.55
2025-09-12T19:57:42.900990,9134.7
2025-09-12T19:57:42.900990,9128.84
2025-09-12T19:57:42.900990,8325.99
2025-09-12T19:57:42.900990,9718.8
2025-09-12T19:57:42.900990,9770.62
2025-09-12T19:57:42.900990,8418.04
2025-09-12T19:57:42.900990,9659.11
2025-09-12T19:57:42.900990,10799.92
2025-09-12T19:57:42.900990,7238.24
2025-09-12T19:57:42.900990,6567.16
2025-09-12T19:57:42.900990,6452.15
2025-09-12T19:57:42.900990,5540.96
